2;Octopus;8BitCadeXL/Arcade/Octopus.png;8BitCadeXL/Arcade/Octopus.hex;;;
2;OilPanic;8BitCadeXL/Arcade/OilPanic.png;8BitCadeXL/Arcade/OilPanic.hex;;;1.0;Press Play On Tape;Inspired by yet another Game and Watch - PPOT presents Oil Panic. Catch all the oil before it sets the shop on fire!;
2;Pactastic;8BitCadeXL/Arcade/Pactastic.png;8BitCadeXL/Arcade/Pactastic.hex;;
2;Paqman;8BitCadeXL/Arcade/Paqman.png;8BitCadeXL/Arcade/Paqman.hex;;
2;Paqman_Classic;8BitCadeXL/Arcade/Paqman_Classic.png;8BitCadeXL/Arcade/Paqman_Classic.hex;;
2;Parachute;8BitCadeXL/Arcade/Parachute.png;8BitCadeXL/Arcade/Parachute.hex;;;;;
2;Pong;8BitCadeXL/Arcade/Pong.png;8BitCadeXL/Arcade/Pong.hex;;
2;RoboDodge;8BitCadeXL/Arcade/RoboDodge.png;8BitCadeXL/Arcade/RoboDodge.hex;;;1.0;Gaveno;Control your very own small robot as you dodge the barrage of incoming rockets!;7
2;Rooftop Rescue;8BitCadeXL/Arcade/RooftopRescue.png;8BitCadeXL/Arcade/RooftopRescue.hex;;;1.0;Prototype;Rescue the trapped people as fire consumes the city.;21
2;Sea Battle;8BitCadeXL/Arcade/Sea Battle.png;8BitCadeXL/Arcade/Sea Battle.hex;;
2;Shadow Runner;8BitCadeXL/Arcade/ShadowRunner.png;8BitCadeXL/Arcade/ShadowRunner.hex;;;1.0;Team ARG;A shadow lost his kid by wandering too far away from the light. Now it must find its coloured equal to become one again.;7
2;Space Cab;8BitCadeXL/Arcade/SpaceCab.png;8BitCadeXL/Arcade/SpaceCab.hex;;;1.0.1;Press Play On Tape;A tribute to the classic Commodore 64 game Space Taxi! Collect and deliver customers to their destination as quickly as possible to make the most money! But be careful and make sure you do not run out of fuel land without deploying your landing gear or squash a customer.;12
2;Startrek;8BitCadeXL/Arcade/Startrek.png;8BitCadeXL/Arcade/Startrek.hex;;
2;Stellar Impact;8BitCadeXL/Arcade/StellarImpact.png;8BitCadeXL/Arcade/StellarImpact.hex;;;1.0;gnargle;A space shoot 'em up with procedurally generated starfields. Watch for the bomb that freezes time!;14
2;Tempest;8BitCadeXL/Arcade/Tempest.png;8BitCadeXL/Arcade/Tempest.hex;;
2;Tiny Bert;8BitCadeXL/Arcade/Tiny Bert.png;8BitCadeXL/Arcade/Tiny Bert.hex;;
2;Tiny DDug;8BitCadeXL/Arcade/Tiny DDug.png;8BitCadeXL/Arcade/Tiny DDug.hex;;
2;To;8BitCadeXL/Arcade/To.png;8BitCadeXL/Arcade/To.hex;;
2;Zoo Escape;8BitCadeXL/Arcade/ZooEscape.png;8BitCadeXL/Arcade/ZooEscape.hex;;;1.0;FerJerez;The animals have escaped! Avoid the animals by jumping over them and landing on the crocodiles mouth to snap it shut.;9
3;2 Player;8BitCadeXL/category-screens/2 Player.png;;;
3;Ant Crusher;8BitCadeXL/2 Player/Ant Crusher.png;8BitCadeXL/2 Player/Ant Crusher.hex;;
3;Bip Bip;8BitCadeXL/2 Player/Bip Bip.png;8BitCadeXL/2 Player/Bip Bip.hex;;
3;Pong Extreme;8BitCadeXL/2 Player/Pong Extreme.png;8BitCadeXL/2 Player/Pong Extreme.hex;;
3;Two Player Tetris;8BitCadeXL/2 Player/TwoP Tetris.png;8BitCadeXL/2 Player/TwoP Tetris.hex;;
4;Action;8BitCadeXL/category-screens/Action.png;;;
4;Lode Runner;8BitCadeXL/Action/LodeRunner.png;8BitCadeXL/Action/LodeRunner.hex;8BitCadeXL/Action/LevelData.bin;;;;;
4;A To Bee;8BitCadeXL/Action/A To Bee.png;8BitCadeXL/Action/A To Bee.hex;;
4;APara;8BitCadeXL/Action/APara.png;8BitCadeXL/Action/APara.hex;;;1.0;leovt;Catch the paratroopers jumping out of a helicopter before they fall in the water.;4
4;ArduStar;8BitCadeXL/Action/ArduStar.png;8BitCadeXL/Action/ArduStar.hex;;
4;ArduSub;8BitCadeXL/Action/ArduSub.png;8BitCadeXL/Action/ArduSub.hex;;
4;Back To The Jungle;8BitCadeXL/Action/Back2Jungle.png;8BitCadeXL/Action/Back2Jungle.hex;;;1.8;eried;The Zoo had to close, what can the animals do? A small arcade game, inspired slighty on frogger (but sideways).;11
4;Bangi;8BitCadeXL/Action/Bangi.png;8BitCadeXL/Action/Bangi.hex;;
4;Block Stacker;8BitCadeXL/Action/BlockStacker.png;8BitCadeXL/Action/BlockStacker.hex;;
4;Chicken Launcher;8BitCadeXL/Action/Chicken Launcher.png;8BitCadeXL/Action/Chicken Launcher.hex;;;1.1;Crait;Shoot a chicken as far as you can. Try to hit springboards to give you a boost but watch out for spikes! ;4
4;Chicken Crossing;8BitCadeXL/Action/ChickenX.png;8BitCadeXL/Action/ChickenX.hex;;
4;Chome Dino;8BitCadeXL/Action/Chome Dino.png;8BitCadeXL/Action/Chome Dino.hex;;;1.0;Flaki;A version of Chrome’s (in?)famous dino side-scroller running-man-style dino jumper.;16
4;Crate Confusion;8BitCadeXL/Action/Crate-Confusion.png;8BitCadeXL/Action/Crate-Confusion.hex;;;1.0;Phoboslab;Manoeuvre the space ship to collect the crates.;
4;Crazy Bird;8BitCadeXL/Action/Crazy Bird.png;8BitCadeXL/Action/Crazy Bird.hex;;
4;Dancerow;8BitCadeXL/Action/Dancerow.png;8BitCadeXL/Action/Dancerow.hex;;;1.0;madya121;An Audition Dance Game clone for Arduboy;4
4;DDR Boy;8BitCadeXL/Action/DDR Boy.png;8BitCadeXL/Action/DDR Boy.hex;;
4;Evasion;8BitCadeXL/Action/Evasion.png;8BitCadeXL/Action/Evasion.hex;;
4;Fan Boat;8BitCadeXL/Action/Fanboat.png;8BitCadeXL/Action/Fanboat.hex;;;1.0;fanboat;Dodge gators on your propeller-powered pontoon as it rages faster and faster across the big black bayou. If you can pick up juice for your grandfather’s old shield generator, you can pass right through the congregation as long as it’s powered up;9
4;Trolly Fish;8BitCadeXL/Action/FISH.png;8BitCadeXL/Action/FISH.hex;;;1.0;Team ARG;Little fish. Big fish, swimming in the water. Come back here, man. Give me back my star!;10
4;Flappy Ball;8BitCadeXL/Action/FlappyBall.png;8BitCadeXL/Action/FlappyBall.hex;;;1.0;Chris;A flappy bird clone.;6
4;Frog Wizard;8BitCadeXL/Action/Frog Wizard.png;8BitCadeXL/Action/Frog Wizard.hex;;
4;Frogger;8BitCadeXL/Action/Frogger.png;8BitCadeXL/Action/Frogger.hex;;
4;Froggy Toad;8BitCadeXL/Action/Froggy Toad.png;8BitCadeXL/Action/Froggy Toad.hex;;
4;Gravitron;8BitCadeXL/Action/Gravitron.png;8BitCadeXL/Action/Gravitron.hex;;
4;Hallo;8BitCadeXL/Action/Hallo.png;8BitCadeXL/Action/Hallo.hex;;
4;Helii;8BitCadeXL/Action/Helii.png;8BitCadeXL/Action/Helii.hex;;;1.0;BHSPitMonkey;Helii is a port of my homebrew clone of the old Flash “Helicopter Game” and its ilk (i.e. game type that Flappy Bird is a variation of). As you fly through the tunnel the gap becomes more narrow and more challenging - How far can you go?;8
4;Inferno;8BitCadeXL/Action/Inferno.png;8BitCadeXL/Action/Inferno.hex;;
4;Kemono_Patrol;8BitCadeXL/Action/Kemono_Patrol.png;8BitCadeXL/Action/Kemono_Patrol.hex;;
4;Keykat;8BitCadeXL/Action/Keykat.png;8BitCadeXL/Action/Keykat.hex;;
4;Lander;8BitCadeXL/Action/Lander.png;8BitCadeXL/Action/Lander.hex;;
4;Lasers;8BitCadeXL/Action/Lasers.png;8BitCadeXL/Action/Lasers.hex;;
4;LeLion;8BitCadeXL/Action/LeLion.png;8BitCadeXL/Action/LeLion.hex;;
4;Lunar;8BitCadeXL/Action/Lunar.png;8BitCadeXL/Action/Lunar.hex;;
4;Obstacle Flight;8BitCadeXL/Action/Obstacle Flight.png;8BitCadeXL/Action/Obstacle Flight.hex;;
4;Ozzy The Cat;8BitCadeXL/Action/Ozzy The Cat.png;8BitCadeXL/Action/Ozzy The Cat.hex;;
4;Quick_Block;8BitCadeXL/Action/Quick_Block.png;8BitCadeXL/Action/Quick_Block.hex;;
4;Rysk;8BitCadeXL/Action/Rysk.png;8BitCadeXL/Action/Rysk.hex;;
4;Snake;8BitCadeXL/Action/Snake.png;8BitCadeXL/Action/Snake.hex;;
4;Snake_2;8BitCadeXL/Action/Snake_2.png;8BitCadeXL/Action/Snake_2.hex;;
4;Snakeling;8BitCadeXL/Action/Snakeling.png;8BitCadeXL/Action/Snakeling.hex;;
4;Turtle Bridge;8BitCadeXL/Action/TurtleBridge.png;8BitCadeXL/Action/TurtleBridge.hex;;
4;Tiny Ships;8BitCadeXL/Action/Tiny Ships.png;8BitCadeXL/Action/Tiny Ships.hex;;
4;TrainDodge;8BitCadeXL/Action/TrainDodge.png;8BitCadeXL/Action/TrainDodge.hex;;
4;TurtleBaby;8BitCadeXL/Action/TurtleBaby.png;8BitCadeXL/Action/TurtleBaby.hex;;
4;Unicorn_dash;8BitCadeXL/Action/Unicorn_dash.png;8BitCadeXL/Action/Unicorn_dash.hex;;
4;YouWontSurvive;8BitCadeXL/Action/YouWontSurvive.png;8BitCadeXL/Action/YouWontSurvive.hex;;
5;Apps;8BitCadeXL/category-screens/Apps.png;;;
5;ArduMetronome;8BitCadeXL/Apps/ArduMetronome.png;8BitCadeXL/Apps/ArduMetronome.hex;;
5;Ardutosh;8BitCadeXL/Apps/Ardutosh.png;8BitCadeXL/Apps/Ardutosh.hex;;
5;LightMeter;8BitCadeXL/Apps/LightMeter.png;8BitCadeXL/Apps/LightMeter.hex;;
5;Pi24k;8BitCadeXL/Apps/Pi24k.png;8BitCadeXL/Apps/Pi24k.hex;;
6;Board;8BitCadeXL/category-screens/Board.png;;;
6;Arduchess;8BitCadeXL/Board/Arduchess.png;8BitCadeXL/Board/Arduchess.hex;;
6;ArduSlide;8BitCadeXL/Board/ArduSlide.png;8BitCadeXL/Board/ArduSlide.hex;;
6;Battleships;8BitCadeXL/Board/Battleships.png;8BitCadeXL/Board/Battleships.hex;;
6;Black Jack;8BitCadeXL/Board/Blackjack.png;8BitCadeXL/Board/Blackjack.hex;;
6;Cribbage;8BitCadeXL/Board/Cribbage.png;8BitCadeXL/Board/Cribbage.hex;;
6;Darkstar;8BitCadeXL/Board/Darkstar.png;8BitCadeXL/Board/Darkstar.hex;;
6;DeepDish9;8BitCadeXL/Board/DeepDish9.png;8BitCadeXL/Board/DeepDish9.hex;;
6;Dominoes;8BitCadeXL/Board/Dominoes.png;8BitCadeXL/Board/Dominoes.hex;;
6;Farkle;8BitCadeXL/Board/Farkle.png;8BitCadeXL/Board/Farkle.hex;;
6;German Whist;8BitCadeXL/Board/Germanwhist.png;8BitCadeXL/Board/Germanwhist.hex;;
6;Hangman;8BitCadeXL/Board/Hangman.png;8BitCadeXL/Board/Hangman.hex;;
6;Hippodrome;8BitCadeXL/Board/Hippodrome.png;8BitCadeXL/Board/Hippodrome.hex;;
6;Knightmove;8BitCadeXL/Board/Knightmove.png;8BitCadeXL/Board/Knightmove.hex;;
6;KOOKY;8BitCadeXL/Board/KOOKY.png;8BitCadeXL/Board/KOOKY.hex;;
6;Micro Checkers;8BitCadeXL/Board/Micro Checkers.png;8BitCadeXL/Board/Micro Checkers.hex;;
6;Psicolo;8BitCadeXL/Board/Psicolo.png;8BitCadeXL/Board/Psicolo.hex;;
6;Quarto;8BitCadeXL/Board/Quarto.png;8BitCadeXL/Board/Quarto.hex;;
6;Reversi;8BitCadeXL/Board/Reversi.png;8BitCadeXL/Board/Reversi.hex;;
6;Samegame;8BitCadeXL/Board/Samegame.png;8BitCadeXL/Board/Samegame.hex;;
6;Sudoku;8BitCadeXL/Board/Sudoku.png;8BitCadeXL/Board/Sudoku.hex;;
6;Tic Tac Toe;8BitCadeXL/Board/Tic Tac Toe.png;8BitCadeXL/Board/Tic Tac Toe.hex;;
6;Tic Tac Toe_2;8BitCadeXL/Board/Tic Tac Toe_2.png;8BitCadeXL/Board/Tic Tac Toe_2.hex;;
6;TicTac Curly;8BitCadeXL/Board/TicTac Curly.png;8BitCadeXL/Board/TicTac Curly.hex;;
6;Tower_Def;8BitCadeXL/Board/Tower_Def.png;8BitCadeXL/Board/Tower_Def.hex;;
6;Xmas_Puz;8BitCadeXL/Board/Xmas_Puz.png;8BitCadeXL/Board/Xmas_Puz.hex;;
6;Yatzy;8BitCadeXL/Board/Yatzy.png;8BitCadeXL/Board/Yatzy.hex;;
7;Creative;8BitCadeXL/category-screens/Creative.png;;;
7;8BitCADE_Assistant;8BitCadeXL/Creative/8BitCADE_Assistant.png;8BitCadeXL/Creative/8BitCADE_Assistant.hex;;
7;Apprentice Wizard;8BitCadeXL/Creative/Apprentice Wizard.png;8BitCadeXL/Creative/Apprentice Wizard.hex;;
7;Arduart;8BitCadeXL/Creative/Arduart.png;8BitCadeXL/Creative/Arduart.hex;;
7;Draw_A_Sprite;8BitCadeXL/Creative/Draw_A_Sprite.png;8BitCadeXL/Creative/Draw_A_Sprite.hex;;
7;Etch Sketch;8BitCadeXL/Creative/Etch Sketch.png;8BitCadeXL/Creative/Etch Sketch.hex;;
7;Coder's Toolbox;8BitCadeXL/Creative/CodersToolbox.png;8BitCadeXL/Creative/CodersToolbox.hex;;
8;Favourite;8BitCadeXL/category-screens/Favourite.png;;;
8;ArduBreakout;8BitCadeXL/Favourite/ArduBreakout.png;8BitCadeXL/Favourite/ArduBreakout.hex;;
8;Arduventure;8BitCadeXL/Favourite/Arduventure.png;8BitCadeXL/Favourite/Arduventure.hex;;
8;Artillary;8BitCadeXL/Favourite/Artillary.png;8BitCadeXL/Favourite/Artillary.hex;;
8;Asterocks;8BitCadeXL/Favourite/Asterocks.png;8BitCadeXL/Favourite/Asterocks.hex;;
8;Myballoon;8BitCadeXL/Favourite/Myballoon.png;8BitCadeXL/Favourite/Myballoon.hex;;
8;Orbs;8BitCadeXL/Favourite/Orbs.png;8BitCadeXL/Favourite/Orbs.hex;;
8;Space_Invaders;8BitCadeXL/Favourite/Space_Invaders.png;8BitCadeXL/Favourite/Space_Invaders.hex;;
9;Fighting;8BitCadeXL/category-screens/Fighting.png;;;
9;Battle Net Boy;8BitCadeXL/Fighting/Battle Net Boy.png;8BitCadeXL/Fighting/Battle Net Boy.hex;;
9;Festive Fight;8BitCadeXL/Fighting/Festive Fight.png;8BitCadeXL/Fighting/Festive Fight.hex;;
9;Karateka;8BitCadeXL/Fighting/Karateka.png;8BitCadeXL/Fighting/Karateka.hex;;
9;KFu_Esc;8BitCadeXL/Fighting/KFu_Esc.png;8BitCadeXL/Fighting/KFu_Esc.hex;;
9;Pocket_fighter;8BitCadeXL/Fighting/Pocket_fighter.png;8BitCadeXL/Fighting/Pocket_fighter.hex;;
10;Multi;8BitCadeXL/category-screens/Multi.png;;;
10;3in1A;8BitCadeXL/Multi/3in1A.png;8BitCadeXL/Multi/3in1A.hex;;
10;3in1B;8BitCadeXL/Multi/3in1B.png;8BitCadeXL/Multi/3in1B.hex;;
10;3in1C;8BitCadeXL/Multi/3in1C.png;8BitCadeXL/Multi/3in1C.hex;;
10;3in1D;8BitCadeXL/Multi/3in1D.png;8BitCadeXL/Multi/3in1D.hex;;
10;3in1E;8BitCadeXL/Multi/3in1E.png;8BitCadeXL/Multi/3in1E.hex;;
10;3in1F;8BitCadeXL/Multi/3in1F.png;8BitCadeXL/Multi/3in1F.hex;;
11;Platformer;8BitCadeXL/category-screens/Platformer.png;;;
11;ArduMine;8BitCadeXL/Platformer/ArduMine.png;8BitCadeXL/Platformer/ArduMine.hex;;
11;Blade Runner;8BitCadeXL/Platformer/Blade Runner.png;8BitCadeXL/Platformer/Blade Runner.hex;;
11;BurgardTime;8BitCadeXL/Platformer/BurgardTime.png;8BitCadeXL/Platformer/BurgardTime.hex;;
11;CastleBoy;8BitCadeXL/Platformer/CastleBoy.png;8BitCadeXL/Platformer/CastleBoy.hex;;
11;ChopLifter;8BitCadeXL/Platformer/Choplifter.png;8BitCadeXL/Platformer/Choplifter.hex;;
11;Chribocchi;8BitCadeXL/Platformer/Chribocchi.png;8BitCadeXL/Platformer/Chribocchi.hex;;
11;Crabator;8BitCadeXL/Platformer/Crabator.png;8BitCadeXL/Platformer/Crabator.hex;;
11;Ecomd;8BitCadeXL/Platformer/Ecomd.png;8BitCadeXL/Platformer/Ecomd.hex;;
11;Escaper Droid;8BitCadeXL/Platformer/Escaper Droid.png;8BitCadeXL/Platformer/Escaper Droid.hex;;
11;Fuzzgrawth;8BitCadeXL/Platformer/Fuzzgrawth.png;8BitCadeXL/Platformer/Fuzzgrawth.hex;;
11;Glove;8BitCadeXL/Platformer/Glove.png;8BitCadeXL/Platformer/Glove.hex;;
11;Hatrack;8BitCadeXL/Platformer/Hatrack.png;8BitCadeXL/Platformer/Hatrack.hex;;
11;Hollow;8BitCadeXL/Platformer/Hollow.png;8BitCadeXL/Platformer/Hollow.hex;;
11;Hopper;8BitCadeXL/Platformer/Hopper.png;8BitCadeXL/Platformer/Hopper.hex;;
11;Journey ToThe Moon;8BitCadeXL/Platformer/Journey ToThe Moon.png;8BitCadeXL/Platformer/Journey ToThe Moon.hex;;
11;Joustish;8BitCadeXL/Platformer/Joustish.png;8BitCadeXL/Platformer/Joustish.hex;;
11;Kong;8BitCadeXL/Platformer/Kong.png;8BitCadeXL/Platformer/Kong.hex;;
11;Kong2;8BitCadeXL/Platformer/Kong2.png;8BitCadeXL/Platformer/Kong2.hex;;
11;Lion Tamer;8BitCadeXL/Platformer/LionTamer.png;8BitCadeXL/Platformer/LionTamer.hex;;
11;Midnight Wild;8BitCadeXL/Platformer/Midnight Wild.png;8BitCadeXL/Platformer/Midnight Wild.hex;;
11;Mystic_Balloon;8BitCadeXL/Platformer/Mystic_Balloon.png;8BitCadeXL/Platformer/Mystic_Balloon.hex;;
11;Oh Mummy;8BitCadeXL/Platformer/Oh Mummy.png;8BitCadeXL/Platformer/Oh Mummy.hex;;
11;OmegaHorizon;8BitCadeXL/Platformer/OmegaHorizon.png;8BitCadeXL/Platformer/OmegaHorizon.hex;;
11;Platformer;8BitCadeXL/Platformer/Platformer.png;8BitCadeXL/Platformer/Platformer.hex;;
11;Poitto;8BitCadeXL/Platformer/Poitto.png;8BitCadeXL/Platformer/Poitto.hex;;
11;SquareNose;8BitCadeXL/Platformer/SquareNose.png;8BitCadeXL/Platformer/SquareNose.hex;;
11;Squario;8BitCadeXL/Platformer/Squario.png;8BitCadeXL/Platformer/Squario.hex;;
11;The Pit;8BitCadeXL/Platformer/The Pit.png;8BitCadeXL/Platformer/The Pit.hex;;
11;Tiny Pipe;8BitCadeXL/Platformer/Tiny Pipe.png;8BitCadeXL/Platformer/Tiny Pipe.hex;;
11;Tiny_Bert;8BitCadeXL/Platformer/Tiny_Bert.png;8BitCadeXL/Platformer/Tiny_Bert.hex;;
11;Umeroose;8BitCadeXL/Platformer/Umeroose.png;8BitCadeXL/Platformer/Umeroose.hex;;
11;Zoo Midnight;8BitCadeXL/Platformer/Zoo Midnight.png;8BitCadeXL/Platformer/Zoo Midnight.hex;;
12;Puzzle;8BitCadeXL/category-screens/Puzzle.png;;;
12;LeWord;8BitCadeXL/Puzzle/LeWord.png;8BitCadeXL/Puzzle/LeWord.hex;8BitCadeXL/Puzzle/LeWord.bin;
12;Buttons Trail;8BitCadeXL/Puzzle/ButtonsTrail.png;8BitCadeXL/Puzzle/ButtonsTrail.hex;;
12;Buttons Trail;8BitCadeXL/Puzzle/ButtonsTrail.png;8BitCadeXL/Puzzle/ButtonsTrail.hex;;
12;8BitCADE_Tetris;8BitCadeXL/Puzzle/8BitCADE_Tetris.png;8BitCadeXL/Puzzle/8BitCADE_Tetris.hex;;
12;Pipes;8BitCadeXL/Puzzle/Pipes.png;8BitCadeXL/Puzzle/Pipes.hex;;
12;Alignment;8BitCadeXL/Puzzle/Alignment.png;8BitCadeXL/Puzzle/Alignment.hex;;
12;AMaze;8BitCadeXL/Puzzle/AMaze.png;8BitCadeXL/Puzzle/AMaze.hex;;
12;ArduBrain;8BitCadeXL/Puzzle/ArduBrain.png;8BitCadeXL/Puzzle/ArduBrain.hex;;
12;ArduSays;8BitCadeXL/Puzzle/ArduSays.png;8BitCadeXL/Puzzle/ArduSays.hex;;
12;ArduTan;8BitCadeXL/Puzzle/ArduTan.png;8BitCadeXL/Puzzle/ArduTan.hex;;
12;Blocks;8BitCadeXL/Puzzle/Blocks.png;8BitCadeXL/Puzzle/Blocks.hex;;
12;BPOP;8BitCadeXL/Puzzle/BPOP.png;8BitCadeXL/Puzzle/BPOP.hex;;
12;Checkers;8BitCadeXL/Puzzle/Checkers.png;8BitCadeXL/Puzzle/Checkers.hex;;
12;Chiemagari;8BitCadeXL/Puzzle/Chiemagari.png;8BitCadeXL/Puzzle/Chiemagari.hex;;
12;Circuit Dude;8BitCadeXL/Puzzle/Circuit Dude.png;8BitCadeXL/Puzzle/Circuit Dude.hex;;
12;ConnectFour;8BitCadeXL/Puzzle/ConnectFour.png;8BitCadeXL/Puzzle/ConnectFour.hex;;
12;CountDown;8BitCadeXL/Puzzle/CountDown.png;8BitCadeXL/Puzzle/CountDown.hex;;
12;Diamonds;8BitCadeXL/Puzzle/Diamonds.png;8BitCadeXL/Puzzle/Diamonds.hex;;
12;Escape the Grid;8BitCadeXL/Puzzle/Escape the Grid.png;8BitCadeXL/Puzzle/Escape the Grid.hex;;
12;Lagunita;8BitCadeXL/Puzzle/Lagunita.png;8BitCadeXL/Puzzle/Lagunita.hex;;
12;LiteOut;8BitCadeXL/Puzzle/LiteOut.png;8BitCadeXL/Puzzle/LiteOut.hex;;
12;Logix;8BitCadeXL/Puzzle/Logix.png;8BitCadeXL/Puzzle/Logix.hex;;
12;MatchtheShape;8BitCadeXL/Puzzle/MatchtheShape.png;8BitCadeXL/Puzzle/MatchtheShape.hex;;
12;Mazam;8BitCadeXL/Puzzle/Mazam.png;8BitCadeXL/Puzzle/Mazam.hex;;
12;Mazogs;8BitCadeXL/Puzzle/Mazogs.png;8BitCadeXL/Puzzle/Mazogs.hex;;
12;MicroCity;8BitCadeXL/Puzzle/MicroCity.png;8BitCadeXL/Puzzle/MicroCity.hex;;
12;Minesweeper Phrap;8BitCadeXL/Puzzle/Minesweeper Phrap.png;8BitCadeXL/Puzzle/Minesweeper Phrap.hex;;
12;Minesweeper;8BitCadeXL/Puzzle/Minesweeper.png;8BitCadeXL/Puzzle/Minesweeper.hex;;
12;Modus;8BitCadeXL/Puzzle/Modus.png;8BitCadeXL/Puzzle/Modus.hex;;
12;NumberMind;8BitCadeXL/Puzzle/NumberMind.png;8BitCadeXL/Puzzle/NumberMind.hex;;
12;PiCross;8BitCadeXL/Puzzle/Picross.png;8BitCadeXL/Puzzle/Picross.hex;;
12;ProjectPuzzle;8BitCadeXL/Puzzle/ProjectPuzzle.png;8BitCadeXL/Puzzle/ProjectPuzzle.hex;;
12;Puzzle Pack;8BitCadeXL/Puzzle/Puzzle Pack.png;8BitCadeXL/Puzzle/Puzzle Pack.hex;;
12;Quadrastic;8BitCadeXL/Puzzle/Quadrastic.png;8BitCadeXL/Puzzle/Quadrastic.hex;;
12;Ring;8BitCadeXL/Puzzle/Ring.png;8BitCadeXL/Puzzle/Ring.hex;;
12;SFCave;8BitCadeXL/Puzzle/SFCave.png;8BitCadeXL/Puzzle/SFCave.hex;;
12;StairsSweep;8BitCadeXL/Puzzle/StairsSweep.png;8BitCadeXL/Puzzle/StairsSweep.hex;;
12;Tet;8BitCadeXL/Puzzle/Tet.png;8BitCadeXL/Puzzle/Tet.hex;;
12;Tetris;8BitCadeXL/Puzzle/Tetris.png;8BitCadeXL/Puzzle/Tetris.hex;;
12;Tiny Tris;8BitCadeXL/Puzzle/Tiny Tris.png;8BitCadeXL/Puzzle/Tiny Tris.hex;;
12;TinyMorpion;8BitCadeXL/Puzzle/TinyMorpion.png;8BitCadeXL/Puzzle/TinyMorpion.hex;;
12;Tres;8BitCadeXL/Puzzle/Tres.png;8BitCadeXL/Puzzle/Tres.hex;;
12;WHG;8BitCadeXL/Puzzle/WHG.png;8BitCadeXL/Puzzle/WHG.hex;;
